Category,Credits,Id,Description,Title
AR,2,AR102,"This course is a continuation of Drawing I. More complex subject matter will be introduced while emphasis is placed on both greater technical proficiency and creative drawing concepts. The course will emphasize scale and introduce different mediums and color. This course is designed to encourage the student to take creative risks while developing drawing skills.",Drawing II 
AR,2,AR103,"This is a studio course that will provide a general orientation to the fundamentals of 2-D design through problem-solving assignments. The fundamentals of design will be examined by isolating the elements and principles of design. The use and practice of visual language terminology will be stressed in studio work in relation to expression, interpretation, context, and information and visual communication.",2-D Design 
AR,2,AR104,"This is a studio course that provides focus on the sculptural application of the principles and elements of design. Students develop an understanding of 3-D space by applying 3-D concepts and expanding upon the principles introduced in 2-D design. The use and practice of visual language, tactile experience, and terminology will be stressed in studio work in relation to expression, interpretation, context, and information.",3-D Design 
AR,3,AR109,"This is a studio course that will focus on developing drawing skills as they relate specifically to the fashion industry. Illustration of the human figure, both male and female, will be emphasized. The student also will be introduced to ways of drawing stance, volume, face, hair, hands, and feet. The drawing of garments and fashion-related products will also be studied.",Fashion Drawing I 
AR,2,AR112,"This is a studio course that will provide a general orientation to the fundamentals of color through problem-solving assignments. The course will explore color creation, function and application. The course will investigate color theory models by Albers, Munsell, Itten and others. The use and practice of visual language terminology will be stressed in studio work in relation to expression, interpretation, context and information.",Color Theory 
AR,3,AR117,"This is a studio course that will provide an introduction to the fundamentals of 2-D and 3-D design through problem solving assignments. The foundation of design will be examined by first isolating elements and principles of design in both two and three dimensional examples, followed by application to specific design problem. The use and practice of visual language, tactile experience and terminology will be stressed in studio work in relation to expression, interpretation, context and information, and visual communication.",Principles and Elements of Design 
AR,3,AR120,"This course introduces the various methods, tools, media and terminology for creating hardline and freehand manual drawings that communicate interior spaces and components. Students will learn drafting techniques for constructing scaled orthographic (2-D), paraline (3-D) views and lettering. Freehand sketching methods will be introduced for documenting existing interiors and visualizing.", Design and Sketching for Interiors 
AR,3,AR150,"This course introduces perspective drawing an rendering as graphic tools for design and presentation. Emphasis is placed on techniques for representing three-dimensional spaces through perspective drawing methods. Students will explore both black and white color rendering techniques in a variety of mediums, applied to both perspective and orthographic views.", Perspective and Rendering 
AR,3,AR213,"This course familiarizes the students with computer-aided drafting and design systems and their use in the interior design industry to produce and document design ideas. The student will learn how CAD hardware and software interact with the design industry, will use the basic software functions to produce drawings and models, edit existing designs, and assemble final documents for presentations.",Computer Aided Design I (CAD I) 
AR,3,AR315,"The student will expand upon knowledge and skills obtained in CAD I to create working drawings with advanced software tools and techniques. The student will use the software to produce three-dimensional drawings, which will then be used to create axonometric and perspective illustration with color.",Computer Aided Design II (CAD II) 
AR,3,AR335,"Students will create complex design scenarios and construction documentation through the use of a variety of current drafting software. Students will advance their 3-D modeling and digital rendering sills with emphasis placed on the development of professional presentations to suit projects in various design specialties.",Computer Aided Design III (CAD III) 
AR,3,AR401,"This course provides an opportunity for students to apply their digital presentation technology skills developed in previous CAD course to create a formal professional design portfolio. Students will investigate portfolio content and design though a variety of projects and critiques currently employed in the design industry for the procurement of work will be investigated.",Advanced Graphics and Marketing for Interior Designers 
CO,3,CO103,"This course will introduce students to the role the mass media play in our lives. The history of mass media, the development of freedom of speech, and the expectation of a right to privacy and how these have evolved in the",Introduction to Mass Communication 
CO,3,CO107,"American experience will be central points of discussion. The course will also explore the development of technology and the economic basis of the American media. Students will end the semester with an understanding of the relationship of mass media, capitalism, and democracy in the American context.",Introduction to Radio Production 
CO,3,CO110,"This course is designed to give the student basic radio operating skills, including the operation of equipment such as cart machines, CD and cassette players, reel decks, digital editing systems, minidisc recorders, and an audio board. The major assignments students are expected to complete will include news writing, creating and producing spots, promos, public service announcements, and feature stories.",Public Speaking 
CO,3,CO114,"This course is designed to give students the skills and confidence to speak in public with conviction and poise. Students will develop original speeches to inform, entertain, and/or persuade. The course will focus on organization and presentation, with attention to considerations of audience and purpose. Techniques of effective delivery and listening will also be introduced.",Media and Modern Society 
CO,3,CO125,"This course will examine the impact of the mass media on society and the relationship between modern culture and the mass media. Special emphasis will be placed on film, television, and the Internet. Topics may include sex, violence, fashion, pop culture, women, racism, ethnicity, advertising, politics, media-induced ritual, and ethical dilemmas pertaining to the media. The course will examine the pervasive influence the media has around the world and how it impacts our daily lives.",Digital Storytelling 
CO,3,CO201,"This course introduces students to the concepts, contexts and tools of digital storytelling. Students will develop an understanding of the role of digital stories and storytelling techniques in mass communication contexts. Students will learn and apply vocabulary, concepts and practices of digital story making for target audiences. They will use appropriate multimedia production tools to plan and create original digital stories.",Writing for Media 
CO,3,CO202,"This course will introduce students to a variety of writing skills applicable to the field of communication. Areas in which students will gain writing experience include news writing, advertising writing, television and radio scriptwriting, public service announcements, and persuasive writing. PR: EN105.",Introduction to Video 
CO,3,CO207,"This course will introduce students to the technical, aesthetic, and organizational practices of video production. Emphasis will be placed on pre-production planning, production shooting, and post-production editing. Students will explore different genres and work individually and in crews to create their own video projects.",Producing the Radio Segment 
CO,3,CO210,"This course expands upon those skills learned in Introduction to Radio, and will include news writing, creating and producing spots, in-studio (real time) production, and planning the format and content of a radio talk show. This advanced course simulates the working conditions and environment of the radio broadcaster. Most of the assignments are performed in class to approximate real-time live production, and require students to act independently.",Performance and Announcing 
CO,3,CO212,"In this course, through a series of assignments and exercises, students are introduced to the principles of performance. Emphasis is on preparation for gathering, writing and reporting the news, voicing commercials, hosting talk and music shows. TV cameras will be used.",Film Adaptation 
CO,3,CO223,"This course will examine literary works and their filmed or televised versions. Its purpose is to heighten students' awareness of universal issues expressed in stories, plays, novels, novellas, the Bible, and non-fiction books adapted into screenplays for film and television. It will sharpen appreciation of how these works are adapted and why they very often must be changed to make good watching. Students will write reviews, analyses, movie treatments, and either a docudrama or an adaptation of a short story for film.",Introduction to Public Relations and Advertising 
CO,3,CO235,"This course examines the principles, historical and contemporary practices of public relations and advertising in various contexts. This course will cover the elements of integrated marketing campaigns and the increasing importance of online and mobile media. Students will identify and target appropriate audiences, create strategic messages, devise media plans, and measure and analyze results.",Media Law and Ethics 
CO,3,CO299,"This course will familiarize students with the laws that regulate the mass media in the U.S. and will help students develop an understanding of the complex issues surrounding media ethics. The course focuses on libel laws, invasion of privacy, free press, fair trial, obscenity, pornography, censorship and federal regulations of broadcasting content. The course covers ethical issues in the mass media as they apply to journalism, radio and television broadcasting, public relations, and advertising.",Communications Internship I 
CO,3,CO301,"This supervised internship allows the student an opportunity to apply concepts learned in the classroom in a professional environment. Students enrolled in the course must complete a minimum of 150 hours with the placement, consult with the faculty coordinator at designated times throughout the internship, and complete a final written project.",News Writing and Reporting 
CO,3,CO302,"This course will help students develop the necessary skills for newsgathering and news writing. In the process, they will develop journalistic principles such as objectivity, attribution, accuracy, and newsworthiness. The course will also expose students to conventions of news writing, examples of successful journalism, and topics in journalistic ethics. Students will have the opportunity to cover and write news stories on deadline for publication.",Writing for Public Relations 
CO,3,CO306,"This course examines various forms of public relations writing for both internal and external publics. Students will gain experience writing press releases, media alerts, newsletters, public service announcements, and PR presentations. In addition, students will learn how to query media organizations, create relationships with journalists, and disseminate their writing.",Broadcast Journalism 
CO,3,CO307,"This course is designed to give students the appropriate skills for radio and television news writing. Specific topics include writing for announcing, field reporting, and studio news formats.",Field Production 
CO,3,CO313,"This course will expand on skills acquired in Introduction to Video and focus on the technical skills and creative principles required for producing video in the field. Topics covered will include location shooting, lighting techniques, scripting, storytelling, editing, and video packaging. Students will create video packages on their own and as part of a crew.",Advertising and Promotion 
CO,3,CO315,"This course is a comprehensive study of the principal problems faced by advertisers and advertising agencies, the policies and procedures used for solutions, the evaluation and selection of advertising media, and the preparation of layout and copy for sound advertising performance. The development of the total advertising campaign from a marketing perspective is analyzed. This course integrates elements of the advertising process such as setting objectives, selection of target markets, budgets, development, media selection, message creation, production and placement into a plan for action. (Also offered as MK313)",Social Media Tools 
CO,3,CO325,"This course introduces students to the historical and societal influences on the development of social media. Students will develop an understanding of the concepts needed to strategically use social media to meet professional objectives. Students will learn to create and share content through blogs, videos, podcasts, and other forms of digital media.",Media Research and Analytics 
CO,3,CO330,"In this course, students will learn the importance of research and analytics to the media industry. This course will examine various media theories, research methodologies, and data analysis procedures used in media research. In addition, students will gain experience collecting and analyzing data and interpreting the results. Topics covered will include media effects, media regulation and policy, television ratings, market research, search engine optimization, and web analytics.",Music and the Media 
CO,3,CO332,"This course will examine the history of music since the advent of the recording industry. It will look at sales and marketing, artistic success, technologic growth, law and ethics, the role of international conglomerates, the democratization of the Internet for music purposes, and the revenue drain created by MP3 technology. The impact of popular magazines, television program, and films and the role they have on society will also be analyzed.",TV Studio Production 
CO,3,CO340,"This course will build on basic video production skills acquired in Introduction to Video while familiarizing students with the principles and practices of multi-camera production in a television studio environment. Students will learn studio and control room duties through hands-on experience in roles including writer, director, technical director, audio, floor manager and camera operator, Students will produce, direct and crew in several studio productions:",Magazine and Feature Writing 
CO,3,CO343,"In this course students will learn the skills required for writing feature stories and long-form magazine journalism. The course will offer instruction on research for writing and publishing creative non-fiction. Students will gain experience writing profiles, critical essays, reviews, and human interest pieces.",Advertising Writing 
CO,3,CO415,"This course will focus on writing advertising copy for a variety of contexts including print, radio, TV, online and mobile media. Students will learn the role of copywriting in the advertising creative process, and then importance of targeting copy towards a specific audience. The course will emphasize the fundamentals of ad writing in conjunction with the principles of persuasion, salesmanship, and marketing.",Multimedia Journalism 
CO,3,CO426,"This course presents the technical and conceptual skills necessary for journalism in the new media environment. Students will learn to report and publish journalistic stories through various multimedia platforms. Digital ethics and issues facing online journalism will also be examined.",Advanced Video Production 
CO,3,CO485,"This advanced course will provide students with hands on experience in video production by combining studio production, field production and video editing. Emphasis will be on production planning, production shooting, and post-production editing.",Public Relations and Crisis Communication 
CO,3,CO493,"This course is an advanced study of the public relations industry, Students will gain an understanding of the various roles played by public relations practitioners, and learn how to foster relationships with media and clients, influence opinion, and shape and maintain the reputation of their clients. Simulations and role-play will be used to increase student understanding of the needs of a corporate communication professional in planning for and responding to crises. (Also offered as MN485)",Communication Capstone I: Proposal 
CO,3,CO494,"In this course, students utilize the skills learned from their required and specialized communications courses. Students will launch their capstone projects by developing a theme through theory, research, and practice. By the end of this course, students will create a final proposal, timeline, and sample work for their project. Students will choose their project based on specialty area within the communication field. Proposals will be complemented by original samples of multimedia, media writing, advertising, or video.",Communication Capstone II: Development & Implementation 
CO,3,CO498,"In this culminating course, students develop and complete their projects outlined in Communication Capstone I. Students will edit and revise their projects based on several presentations and critiques of their work. Students will create a written document to accompany their final project that includes a rationale, a critique of similar work, an ethics statement, research findings, and an analysis of their intended audience. Final projects will be presented to an audience of faculty, students, and industry professionals.",Communications Bachelor Thesis 
CO,3,CO499,"As an alternative to completing an internship, students in their senior year may elect to write a research paper on an approved topic. The paper will focus on a current communications issue and involve significant research. Students must submit a written report to the faculty mentor, who provides guidance throughout the project.",Communications Internship II 
CO,3,CO499A,"This course provides students with the opportunity to apply their learning in a professional setting, such as a broadcast station, newspaper, public relations agency, or other media organization. Meetings with a faculty advisor allow for discussion of various aspects of the internship experience. Students must complete a minimum of 150 hours with the placement.",Communications Internship III 
CS,3,CS105,"After completion of their required communication internship, students may elect to pursue an additional internship during their senior year. This optional internship provides students with the opportunity to further develop their professional competencies in the communication field. Students will be required to incorporate the new skill set obtained from this internship into a final project that will be presented to a group of communication students. Students will receive supervision from both communication practitioners and an academic advisor.",Computer Science I 
CS,3,CS106,"Students explore introductory concepts of computer organization. Students use the C++ programming language to explore introductory concepts of computer organization. Problem-solving methods and algorithmic development stressing good programming style and documentation are emphasized. This course blends problem-solving with programming exercises from computer science applications. Laboratory required.",Computer Science II 
CS,3,CS117,"This course includes advanced programming techniques and introduces the student to basic aspects of recursion, including core search and sort methods, simple data structures, subroutines and parameters, and algorithmic analysis. Techniques of algorithmic development and programming will be stressed. The emphasis on good programming style and documentation begun in CS105 will be continued.",Computer Applications I 
CS,3,CS118,"This course will prepare students to use documentation, spreadsheet and presentation software for academic and professional purposes. Students will also refine skills in utilizing internet research in report and project development. Teamwork, professionalism, and ethical behavior will be integral elements of project creation and implementation. Students will be able to choose and appropriate platform for their work. Laboratory required.",Computer Applications II 
CS,3,CS155,"This course will continue examining solutions of common business problems utilizing major computer applications. The course will cover advanced spreadsheet management, database systems, and web page editors to make basic web pages. This course will enable students to confidently use programs for more advanced office work. Laboratory required.",Introduction to Website Development and the Internet 
CS,3,CS203,"This course serves as an introduction to website development and the Internet. Students learn to develop graphics and to create effective and visually attractive web sites using industry standard web site development tools. Internet topics include the history of the Internet, use of search engines, security, and e-mail. Laboratory required.",Management Information Systems 
CS,3,CS207,"This course studies the network of computer-based data processing procedures developed in an organization for the purpose of providing timely and effective information to support decision-making and other management functions.",Systems Analysis and Design 
CS,3,CS225,"This course covers the System Development Life Cycle (SDLC) in detail. Students will learn to apply modern and traditional engineering techniques required to successfully plan, design, develop, implement and maintain major automated information management systems. Systems analysis topics covered include requirements definition, data and process modeling, feasibility analysis, cost and schedule estimation, and proposal development. System design topics covered include both structured and object oriented design, database design, preliminary and detailed design, and design reviews. Topics in project management will also be discussed.",Concepts in Networking 
CS,3,CS230,"This course is designed to provide students with a basic understanding of how to design, install, maintain, upgrade, and troubleshoot peer-to-peer and client-server networks.",Algorithm Development 
CS,3,CS234,"This course teaches techniques for the design of computer software algorithms. Focus will be on taking an engineering problem-solving approach to algorithm development. Another focus is to design all algorithms adhering to rigorous software engineering principles. Emphasis is on object oriented techniques. The Unified Modeling Language will be employed supported by use cases, activity diagrams, pseudocode and structured English.",Object-Oriented Programming 
CS,3,CS301,"Students will learn to program with objects using Javas platform independence and support for object technology in general application development. They will use Java applets, create reusable, robust Java classes, use the Java graphics library, and create client/server applications in Java.",Data Structures 
CS,3,CS304,"This course will explore data structures using an object-oriented programming language. Data structures to be examined include, but are not limited to, stacks, recursion algorithms, queues and lists, trees, sorting and searching algorithms, and graphs. In order to understand data structures, students will design, implement, and test data structures created.",Software Project Planning and Management 
CS,3,CS308,"This is an advanced course that covers the following topics: developing a process overview for project development, planning the project collaboratively with key individuals within the targeted organization, and understanding the software development process, including the interview, analysis, design, reconfirmation of requirements, production, testing, documentation, and estimation and resource allocation.",Database Systems 
CS,3,CS315,"This course studies physical data organization as well as the hierarchical, network, and relational data models. Design theory for relational databases, data dependencies, normal forms, and preventing loss of information are also introduced. In addition, query optimization and integrity and security of databases are studied. Students implement applications on a relational database system.",Data Communications and Networks 
CS,3,CS317,"This course introduces students to data transmission, digital multiplexing, and data switching, which are characteristics of transmission media, terminals, modems, and communication processes. In addition, design of error control, line control, and information flow control procedures are covered. The study of message and packet switching networks, protocols and software in packet switching systems, and modeling techniques for networks are also introduced.",Operating Systems Theory 
CS,3,CS318,"This course introduces students to the organization and structure of operating systems for various modes of computer use, from simple batch systems to time-sharing/multiprocessing systems. Topics include concurrent processing, memory management, deadlock, file systems and scheduling. Students will design and implement parts of operating systems.",Senior Research Seminar 
CS,3,CS360,"This seminar covers a wide range of computer science topics and formats, including presentations from industry and university personnel and students regarding projects and research work.",Principles of Computer Security 
CS,3,CS402,"This course examines network security concepts and techniques along with theoretical concepts that make the world of security unique. This course will adopt a practical, hands-on approach when examining networking security techniques and provide a number of problem solving strategies to address security issues. (Also offered as CJ360)",Artificial Intelligence 
CS,3,CS407,"This course is an introduction to the basic concepts and techniques of artificial intelligence. Emphasis is given to representation and the associated data structures. Students will also be introduced to an AI language such as LISP.",Systems Programming 
CS,3,CS420,"This is an introductory course on assembly language and operating systems fundamentals. Subject areas include number systems, machine language, assembly language, procedure calls, stacks, interrupts, and traps. Assemblers, linkers, and loaders are studied. Operating systems concepts include processes and process management, I/O programming, memory management, and file systems.",Wireless Data Communications and Networks 
CS,3,CS440,"This course introduces students to wireless data communications. Topics will include antenna theory, digital signal encoding, satellite communications, cellular and cordless technologies, wireless, LAN and Bluetooth systems. All discussions will be held in the context of currently used technologies and systems.",Computer Forensics and Ethics 
CS,3,CS450,"Computers are increasingly used to record and commit crimes. Highly qualified examiners are required to investigate these crimes. This course will provide a history of computer forensics and file structures, data recovery techniques, data hiding, and the use of expert witness testimony. Students will gain practical knowledge to conduct digital investigations and preserve evidence that will stand up in the courtroom and in corporate inquiries.",Network Defense and Firewalls 
CS,1,CS490,"This course will cover implementation of Network Address Translation and packet filtering, as well as the installation of proxy servers, firewalls, and Virtual Private Networks. This course will involve a discussion of how to make an intelligent choice about firewall technology, and presents firewall troubleshooting.",Capstone I: Proposal and Prospectus 
CS,3,CS492,"In this course students will develop a proposal for a major project in consultation with a faculty member. Project areas include writing a major application, network applications, creating a major database, or designing a complete web site. Students investigate strategies, develop analyses related to the project, and refine design solutions. The course concludes with a professional presentation to the entire Computer Science Department.",Capstone II: Development and Implementation 
CS,6,CS496,"In this course students will develop and implement the project plan developed in CS490. The completed project and documentation will be presented by the student to other students, faculty and computer science professionals.",Computer Science Special Project Internship 
CS,3,CS498,"This supervised internship allows the student an opportunity to apply the concepts learned in the classroom in a professional management environment. Those enrolled in the course must complete a minimum of 300 hours with the placement, participate in a large computer project with the organization, consult with the faculty coordinator at designated times throughout the internship, and complete a final written report.",Computer Science Bachelor Thesis 
CS,3,CS499,"As an alternative to completing an Internship, during the senior year students may elect to write a research paper on an approved topic. The study will focus on a current computer science issue and involve significant research. Students must submit a written report to the faculty mentor, who provides guidance throughout the project.",Computer Science Internship 
CU,3,CU100,"This supervised internship allows the student an opportunity to apply the concepts learned in the classroom in a professional management environment. Those enrolled in the course must complete a minimum of 150 hours with the placement, consult with the faculty coordinator at designated times throughout the internship, and complete a final written project.",Culinary Concepts and World Flavors 
CU,3,CU104,"This course introduces the student to equipment operation and safety as well as the fundamentals of knife skills, food preparation, sanitation, flavor profiles, and product knowledge. Students are introduced to the organizational structure and industry standards of professional hospitality operations. Students have the opportunity to earn certification from the National Restaurant Association (ServSafe).",Bakeshop I: Breads and Rolls 
CU,3,CU106,"This course instructs students in the fundamentals of baking science, terminology, and equipment. Students are introduced to yeast breads, rolls, and quick breads. Special attention is given to exact weights and measurements, types of flour, and basic bakeshop ingredients used in production. PR: CU100.",Bakeshop II: Desserts 
CU,3,CU107,"This course is designed to provide students with the foundation skills required to work in a commercial bakeshop setting. Students will be introduced to the primary methods of preparation for products such as cookies, pies, cakes, cheesecakes, pte  choux, phyllo, fillings, icings, meringues, sauces and custards. Strong emphasis will be placed on understanding the functions of ingredients and their interactions. The proper and safe use of professional equipment will also be covered. PR: CU104.",Fundamental Cooking Skills I 
CU,3,CU108,"This course will lay the foundation for the basics of both classical and contemporary culinary techniques that are used in professional kitchens. Students will focus on knife skills, poultry butchery, foundational cooking techniques, stock making, sauce and soup preparation, and the basics of vegetable and starch cookery. Sanitation, safety, equipment, cooking vocabulary, and recipe conversion math will also be covered. PR: CU100.",Fundamental Cooking Skills II 
CU,3,CU109,"Students will be introduced to butchery and cooking skills that are needed for restaurant and industry cuts of beef, pork, and seafood. More advanced vegetable, starch, stock, and sauce cookery will also be introduced. An emphasis will also be placed on plating and presentation techniques that will pull together proper knife skills, cooking techniques, and sauce production. This course and CU107 will provide the students the foundations to work in a professional kitchen. PR: CU107.",Nutrition 
CU,3,CU200,"This is an introductory course designed to acquaint students with the basic nutrients in food and their physiological importance in body functions and personal well-being. The interactions between food handling practices and menu balance in the preservation of nutrients in prepared foods are examined. Contemporary issues addressing psycho-social factors in food selection, nutritional quality of available foods in terms of processing, marketing, handling, and preparation, and current nutritional health concerns related to dietary practices will be discussed as they relate to the consumer and the food service industry.",Garde Manger 
CU,3,CU201,"Students will learn advanced skills in the art of creating cold foods commonly found in restaurants and buffet services. The art of charcuterie and smoking will be covered as well as classical and modern techniques of presenting these foods on platters and individual plates. Students will also learn advanced knife skills used for the fabrication of primal and whole cuts of meat and seafood, and carving techniques used for various sculpting mediums used in the cold kitchen. PR: CU108.",Classical/Contemporary Cuisine Kitchen 
CU,3,CU202,"This course instructs students in the preparation of contemporary dishes based on the underpinnings of classical French cuisine. The historical influences of the classical French tradition on contemporary dishes are discussed. PR: CU108.",Classical Service Dining Room 
CU,3,CU204,"This course in dining room service and supervision covers equipment, personnel organization, and customer relations, as well as table arrangement and set-up. Students will serve classical/contemporary cuisine to guests in the Weltman Dining Room, employing French service to support the fine dining experience. The course also includes an introduction to the fundamentals of wine, including storage and service. PR: All 100-level CU courses.",Dining Room Service 
CU,3,CU206,"This course will introduce students to various types of service styles to support an a la carte menu. Students will prepare the dining room, create table set ups, and serve guests in the Weltman Dining Room. The techniques of proper wine service will be discussed. PR: All 100-level CU courses.",Classical/Contemporary Pastries 
CU,3,CU209,"This course further develops students skills in the production of classical and contemporary pastries. Students are taught the art and technique of creating European and American desserts, including meringues, mousses, cakes, butter creams, and frozen specialties. Plate decoration and painting using chocolate, marzipan, sugar, sauces and various fruit coulis are emphasized. PR: CU106.",Artisan Bread Baking 
CU,3,CU210,"This course will expand bread making skills to include current trends in artisanal and traditional bread production. Students will be exposed to the concepts of yeast development through levains and sourdoughs, the science of gluten through long fermentation times and high percentage water doughs, and the management of bread production in a commercial environment. An emphasis will be placed on producing unique and traditional breads that students will be exposed to in commercial bakeries. PR: CU104.",Cafe Cuisine: Operations and Production 
CU,Undefined,CU215,"This course will introduce students to the elements of caf cuisine. It will explore current industry trends with focus on the casual dining segment. Students will prepare menus representative of caf cuisine and also use technology to analyze restaurant operations. PR: CU200 & CU290.",Chocolate/Sugar Confectionery
CU,3,CU222,"This course will expand the knowledge of working with sugar and tempered chocolate to create elegant confections. Students will use basic traditional techniques used in a pastry kitchen to create a wide assortment of candies, chocolates and pralines. PR: CU206.",Bistro/Trattoria Cuisine 
CU,3,CU223,"This course will introduce students to traditional French bistro and Italian trattoria cuisine, with a particular focus on regional specialties. Important pantry ingredients from both cuisines are highlighted. The format of the course will simulate a work environment in which students draw on prior course skills and demonstrate an understanding of these menus and their preparation. PR: CU200.",Cake Artistry 
CU,3,CU228,"This course will offer the student and introduction to the various elements of cake decorating. The student will have a comprehensive, hands-on exposure to many different mediums as well as the construction and design of tiered and sculptured cakes. Techniques addressed in this class include finish cake work including fondant and buttercream frostings, piping skills, pastillage, gum paste, marzipan and modeling chocolate skills. Students will also learn how to design and complete a tiered cake. Further introduction to the various mediums may come from guest lecturers, videos, and demonstrations. PR: CU206.",Bakery Operations 
CU,3,CU230,"This course will expose students to the production and day-to-day management of a retail bakery operation. Students will create a market analysis, develop a menu, and then execute the running of a retail bakery operation. PR: CU206.",World Food Markets 
CU,3,CU290,"This course explores the diversity of ethnic and local foods available in the Boston area. Students will visit local markets and have the opportunity to sample and prepare some of the foods available. The social, political, economic, and cultural influences on food choices are examined. PR: EN105 & CU108.",Culinary Internship 
CU,3,CU299,"The internship allows students the opportunity to explore career paths in the field, and is required of all Culinary Management students. The internship consists of 150 hours of full-time employment. PR: All 100-level production classes & approved Internship Petition. PR: All 100-level production classes & approved Internship Application.",Culinary Arts Internship 
CU,3,CU304,"The internship allows students the opportunity to explore career paths in the field, and is required of all Culinary Arts students. The internship begins after completion of the first academic year and consists of 300 hours of full-time employment. PR: All 100-level production classes & approved Internship Application.",Wines and Spirits 
CU,3,CU310,"This course will introduce students to the production, purchase, storage, service, and flavor profiles of wines, spirits, and beers. Students will taste various wines, spirits, and beers and study the traditional processes that go into their production. A component of the class will focus on how the flavor of these beverages can then be paired with food. In addition, students will be introduced to the management aspect of purchasing, storing, and serving them in a hospitality operation. PR: FS201, Junior status & 21 years of age or older.",Culture and Cuisine Seminar 
CU,3,CU315,"his course offers a detailed examination of the nature of food and its relationship to cultures and religions throughout the world. Culture and food are closely interrelated, and an understanding of the importance of cuisine to a society is essential to a well-rounded food service professional. Through discussions, readings, lectures, films, eating, and visiting markets, the students will explore world culture through the lens of food. (Also offered as HU310) PR: Junior status.",Food and the Media 
CU,3,CU317,"his course will introduce students to food and the media. Students will learn about food writing, the role food plays in television, print media, food styling, recipe writing, and testing. Each students will create, write, style, and produce recipes for online, newspaper, and video content. A studio visit and lectures from food media professionals will also be featured. The course will culminate in planning, writing, executing a food-related video shoot. PR: CU201 or CU210.",Food in United States History 
CU,3,CU325,"This course will focus on food as a way to examine U.S. history. It will identify the foods of the Native Americans, colonists, and slaves, and illustrate the influence that colonization, war, food reformers, food preservation, transportation, restaurants, immigration, politics, legislation, and food conglomerates have had on food during the history of the United States. (Also offered as HU317) PR: Junior status.",Advanced Pastry Skills Seminar 
CU,3,CU330,"This course offers the student exposure to a variety of mediums found in professional pastry establishments, focusing on advanced skills required for classical and contemporary decorative pieces and pastries. The student will work with such products as chocolate and sugar, and will explore a variety of display mediums, cake decorating elements, and advanced pastry works. Emphasis is on techniques, terminology, decorating, presentation, and display pieces. PR: CU206 & junior status.",Food and Wine Pairing 
