Category,Credits,Id,Description,Title
African American Studies Courses (AFS), 0 ,5993,"Prereq: junior standing, consent of instructor; coreq: AFS 3160, 3180, 3200, 3250, 3420, 3610, or 5110. Offered for S and U grades only. No degree credit. Required for African American Studies majors. Disciplined writing assignments under the direction of a faculty member. Must be selected in conjunction with a designated corequisite; see section listing in Schedule of Classes for corequisites available each term. Satisfies the University General Education Writing Intensive Course in the Major requirement. (T)",(WI) Writing Intensive Course in African American Studies
African American Studies Courses (AFS), 3 ,6100,Prereq: senior standing or consent of instructor. Historical and analytic investigation into the role of class and race in American politics. (I),"(P S 6050) Class, Race, and Politics in America"
African American Studies Courses (AFS), 3-4 ,6170,"Exploration of complicated relationship between ethnic and racial diversity and the making of America. Using historical, literary, and cultural readings and sources to examine key themes: Who was the ""Other""? What is an ""American""? (B)",(HIS 3170) Studies in Ethnicity and Race in American Life
African American Studies Courses (AFS), 3 ,6455,"Prereq: senior or graduate standing. Multidisciplinary investigation into the nature, motivations, consequences, and legal/public policy implications of racial/ethnic discrimination in housing and related markets in U.S. metropolitan areas. (B)",(U P 6455) Discrimination and Fair Housing
African American Studies Courses (AFS), 3-8 ,6990,Prereq: written consent of instructor. Open only to majors and graduate students. Reading and research projects. (Y),Directed Study
Alternative Energy Technologies Courses (AET), 4 ,5110,"Prereq: senior standing in science or engineering discipline. Various types of fuel cells, materials properties of electrodes and polymeric membranes, and electrochemical mechanisms. Reforming of various types of hydrocarbon fuel to hydrogen, and reforming technology. (F)",(EVE 5130) Fundamental Fuel Cell Systems
Alternative Energy Technologies Courses (AET), 4 ,5120,"Prereq: senior standing in science or engineering discipline. Input-output analysis, thermodynamic efficiency and availability, energy balances, economics and environmental considerations. Fuel cell examined from energy efficiency perspective. Photovoltaics, wind power, biomass conversion technologies. (W)",(M E 5120) Fundamentals of Alternative Energy Technology
Alternative Energy Technologies Courses (AET), 4 ,5150,"Open only to engineering graduate students and undergraduates with senior standing; others by consent of instructor. Fundamentals of all major energy storage methods, including storage of energy as heat, in phase transitions and reversible chemical reactions, and in organic fuels and hydrogen; principles of energy storage in mechanical, electrostatic and magnetic systems. (F,W)",(EVE 5150) Advanced Energy Storages
Alternative Energy Technologies Courses (AET), 4 ,5250,"Prereq: AET 5120 or consent of instructor. Topics such as: batteries, flywheels, capacitors, motors, controllers, power management, heat dissipation, systems containment, manufacturing processes, systems dynamics. Lectures and design projects. (F)",(M E 5250) Alternative Energy Technology System and Design
Alternative Energy Technologies Courses (AET), 4 ,5310,"Prereq: Open only to Engineering graduate students and undergraduates with senior standing, others by consent of instructor; AET 5310, M E 5315, CHE 5120. Fundamental electrochemistry and engineering aspects for electric propulsion batteries, including lead acid, nickel metal hydride, and lithium ion technologies. (W)",(EVE 5120) Fundamentals of Battery Systems for Electric and Hybrid Vehicles
Alternative Energy Technologies Courses (AET), 4 ,5325,"Prereq: senior standing in science or engineering discipline. Signal conditioning circuits, AD/DA conversions, and decision-making circuits suitable for custom integrated circuit solutions to create a smart fuel cell. Introduction of smart sensors for monitoring hydrogen, oxygen, and other gases in a fuel cell system. (F)",(ECE 5325) Smart Sensors and Fuel Cells
Alternative Energy Technologies Courses (AET), 4 ,5330,"Prereq: senior standing in science or engineering discipline. Basic methodologies for modeling, control system design, system coordination, and optimization of renewable power sources and power electronics systems. (B)",(EVE 5430) Modeling and Control of Power Electronics and Electric Vehicle Powertrains
Alternative Energy Technologies Courses (AET), 4 ,5410,"Prereq: senior standing in science or engineering discipline. The post-fossil fuel energy paradigm, in context of the developing hydrogen infrastructure; analysis of government reports and scientific literature; discussion regarding the championed (and contested) vision of a global Hydrogen Economy. (W)",(C E 5410) The Hydrogen Economy and Hydrogen Infrastructure Needs
Alternative Energy Technologies Courses (AET), 4 ,5420,"Prereq: senior standing in science or engineering discipline. Technological innovations and barriers impacting energy production, storage, and conversion in transportation applications. Fuel life cycle case studies (bioethanol, syncrude, etc.). (W)",(C E 5420) Transportation Energy Choices
Alternative Energy Technologies Courses (AET), 4 ,5510,Prereq: enrollment in AET graduate program or senior standing in engineering. Basic theories of semiconductor materials and solar cells. Several types of solar cell materials and their structures. Vacuum deposition techniques and PV systems. (F),Introduction to Photovoltaics
Alternative Energy Technologies Courses (AET), 4 ,5600,"Prereq: senior standing in science or engineering discipline. Identification of a strategy for application of technology in the marketplace; application development, integration into vehicle production, concurrent engineering manufacturing issues, quality and testing in manufacturing. (F)",(I E 6405) Alternative Energy Product Realization System
Alternative Energy Technologies Courses (AET), 4 ,5640,Prereq: senior standing in engineering or math-based science program. Sustainability problems of our present energy systems and of potential solution in utility and transportation sectors. Energy evolution and decarbonization process from fossil fuels. Impacts of greenhouse gas emissions. Principles of renewable energy systems. (F),Energy and the Environment
Alternative Energy Technologies Courses (AET), 4 ,5700,"Prereq: senior standing in science or engineering discipline. Fundamentals concerning fires and explosions, control strategies to prevent accidents, fault tree analysis to optimize control strategies, and risk analysis. Regulations and standards relevant to the design, manufacture, and operation fo fuel cell and reforming processes. (W)",(CHE 5700) Process and Materials Safety for Alternative Energy Technology
Alternative Energy Technologies Courses (AET), 4 ,5810,"Prereq: ECE 4470. Operating principles and modeling of energy storage techniques; control and power management, power electronic converters, electric machines, and power systems; power management strategies of hybrid energy systems including HEV and alternative energy systems. (F,W)",(EVE 5810) Power Management for Advanced Energy Storage Systems and its Applications
Anthropology Courses (ANT), 3-4 ,2100,"Required for majors. Study of humanity, past and present: cultural diversity and change, human evolution, biological variability, archaeology, ethnography, language, and contemporary uses of anthropology. (T)",(SS) Introduction to Anthropology
Anthropology Courses (ANT), 3 ,2110,"Required for majors. Role of hereditary and environmental factors, human genetics, meaning of ""race"" and racial classifications, fossil records, non-human primate behavior and evolution. (T)",(LS) Introduction to Physical Anthropology
Anthropology Courses (ANT), 3 ,2400,"Focus on food as a lens for understanding social, cultural, political, and economic issues around the world. Topics include globalization, nationalism, food restrictions, power relationships, memory, etiquettes, food movements, food security. (W)",Food and Culture
Anthropology Courses (ANT), 4 ,2500,"Introduction to Native cultures and archaeology of Michigan and the Great Lakes region, from the first peopling of the region through early historic times; changing patterns of adaptation to the ecology of the Great Lakes region; focus on ancient technologies and material culture, social organization, settlement patterns, economic strategies, and political formations. (Y)",Archaeology of the Great Lakes
Anthropology Courses (ANT), 3 ,2666,"What does archaeology have to do with aliens, conspiracies, the apocalypse, and corrupt politicians? This introductory archaeology course examines the fantastic frauds and meaningful myths surrounding accounts of the human past. (B)","Fantastic Archaeology: Frauds, Myths, and Mysteries of the Past"
Anthropology Courses (ANT), 3 ,3020,"Introduction to the basic principles and science of archaeology. Case studies from all time periods and regions worldwide. Examination of the intersection of archaeology with other disciplines (history, geology, criminal justice, chemistry). (F)",Introduction to Archaeology
Anthropology Courses (ANT), 3 ,3061,"Methodologies, techniques and applications of oral history used as tools to investigate modern social history of Middle Eastern societies. (W)",(N E 3061) Oral History in Middle Eastern Tradition
Anthropology Courses (ANT), 3-4 ,3100,"Required for majors. Only students in Honors Program may register for four credits. Human societies exhibit tremendous variation. How and why do we differ? What do these differences mean in today's world. Explore, contrast, compare, understand cultures like those of the Amazon rain forest, China, Japan, Alaska, India, Central America, and urban America. View their lifestyles, politics, kinship, economics, religions through readings, discussion, film. (T)",Cultures of the World
Anthropology Courses (ANT), 3-4 ,3150,"Differences between American culture/business practice and the culture/business practice of other countries: assumptions, world view and family structure, organization and language. (T)",(FC) Anthropology of Business
Anthropology Courses (ANT), 3 ,3200,"Required for majors. Early civilizations that developed in different parts of the world in comparative perspective. Hypotheses to explain rise and fall of civilizations, in context of ancient cultures. Basics of archaeology: how facts are formed; meaning of ""civilization."" How understanding of the past shapes understanding of the present. Geared toward the non-major. (Y)",(HS) Lost Cities and Ancient Civilizations
Anthropology Courses (ANT), 3 ,3220,"Prereq: ANT 2100, 3200, or consent of instructor. Introduction to precolumbian civilizations of South America. Archaeological and ethnohistorical data on ancient cultures; foundations of Inca civilization; major cultures from different regions and periods. (B)",The Inca and their Ancestors
Anthropology Courses (ANT), 3 ,3310,"Required for undergraduate majors. Prereq: ANT 2100 or LIN 2720 or LIN 5700. An introduction to linguistic anthropology. Using comparative approaches to language and culture across time and space, explore variation and change, cognitive dimensions of language, language evolution, linguistic myths, and the use of language in social practice. (F)",Language and Culture
Anthropology Courses (ANT), 3 ,3400,Prereq: ANT 2100. Introduction to concepts in medical anthropology; exploration of healing practices and the institutions shaping those practices. (F),"Medicine, Health and Society"
Anthropology Courses (ANT), 3 ,3520,"In-depth knowledge of Africa through the study of its physiography, prehistory and history, social institutions, and social changes within a global context. (T)","(FC) Understanding Africa: Past, Present and Future"
Anthropology Courses (ANT), 3 ,3530,Survey of Native American cultures north of Mexico in historical and comparative perspective; contemporary Native American issues in an anthropological perspective. (I),Native Americans
Anthropology Courses (ANT), 3 ,3540,"Latin American social structures and cultural variation, history, and relationship to the United States. Themes include class, race, ethnicity, gender, religion, globalization, and immigration to the United States. (I)",(FC) Cultures and Societies of Latin America
Anthropology Courses (ANT), 3 ,3550,Distinctive social and cultural institutions and processes of change in the Arab Middle East. Regional variations: background and discussion of current political and economic systems and their relationship to international systems. (I),(FC) Arab Society in Transition
Anthropology Courses (ANT), 3 ,3600,Prereq: ANT 2100. Selected topics or emerging fields in any of the four anthropology subfields (cultural; physical; archaeology; linguistics). Topics to be announced in Schedule of Classes. (I),Topics in Anthropology
Anthropology Courses (ANT), 2-6 (Max 6) ,3990,Prereq: 16 credits in anthropology with grades of A or B; consent of instructor. (T),Directed Study
Anthropology Courses (ANT), 3-6 ,4999,Prereq: senior standing; 3.3 h.p.a.; 3.3 h.p.a. in anthropology. Open only to majors in anthropology. Research and thesis to be completed under the direction of a faculty member whose expertise includes the student's area of interest. Advisor and a second reader will read the completed thesis. (T),Honors Research and Thesis
Anthropology Courses (ANT), 3 ,5060,Prereq: ANT 2100 or consent of instructor. Social-cultural effects of urbanization from a cross-cultural perspective with emphasis on the developing area of the world. The process of urbanization; the anthropological approach in the area of urban studies. (Y),Urban Anthropology
Anthropology Courses (ANT), 3 ,5140,"Prereq: ANT 2100 or ANT 2110, or graduate standing. Interrelationships between the cultural and biological aspects of humans; human genetic variability, human physiological plasticity and culture as associated mechanisms by which humans adapt to environmental stress. (F)",Biology and Culture
Anthropology Courses (ANT), 3 ,5165,Why do we want things that we don't need? Are we bound to consumerism in the global age? This course offers an overview of consumer society and examines consumption practices cross-culturally from an anthropological perspective. (B),Shop 'Til You Drop: Consumer Society and Culture
Anthropology Courses (ANT), 3 ,5170,"Prereq: ANT 2100 or ANT 7005 or consent of instructor. Ethnographic and comparative study of power, politics, and political organizations in non-state and state societies and in the colonial encounter; evolutionary, functionalist, practice-oriented, Marxist, feminist, and Foucauldian approaches to the study of power. (I)",Political Anthropology
Anthropology Courses (ANT), 3 ,5180,"Prereq: CRJ 1010 or former CRJ 2000 or ANT 2110 or consent of instructor. Introductory survey of the natural, medical, and behavioral sciences with regard to forensic applications. Topics may include: toxicology, forensic pathology, fingerprints, ballistics, analysis of the human skeleton, body fluid identification. (Y)",Forensic Anthropology
Anthropology Courses (ANT), 4 ,5210,"Prereq: ANT 2100 or graduate standing. Required for majors. Intensive introduction to research methods, techniques and issues in anthropology. Students engage in a research experience supervised by the instructor, write a field journal, and complete a final exam. Exercises focus on data collection, data management, and data analysis. Techniques include participant observation, fieldnotes, and interviewing. Students learn how to use software packages employed by anthropological researchers in the computer lab. (F,W)",Anthropological Methods
Anthropology Courses (ANT), 4 ,5230,Prereq: ANT 2100 and ANT 5996; or consent of instructor. Introduction to statistics for students already trained in anthropological or qualitative methods; statistical concepts and techniques. (F),Mixed Methods Research Methodology
Anthropology Courses (ANT), 3 ,5240,"Prereq: ANT 2100 or consent of instructor. Evolutionary and cultural bases of gender roles using a world sample; division of labor, marriage and sexual behavior, power and ideology. (I)",Cross Cultural Study of Gender
Anthropology Courses (ANT), 3 ,5260,"A triple heritage has contributed to the shaping of lives of African descent: the indigenous, Islamic and Christian religions. Analysis of these legacies, their specificity, interplay and significance in Africa, the Caribbean, South and North America. (I)",The African Religious Experience: A Triple Heritage
Anthropology Courses (ANT), 3 ,5270,"Prereq: ANT 2100 or ANT 3200, or graduate standing. For advanced upper-level undergraduates with a background in anthropology, and graduate students. Current theoretical and methodological approaches to investigation of past societies; frameworks include culture history, processual, structuralist, neo-Marxist; methods and techniques used to investigate ancient environments, subsistence strategies, ideologies, and social, political and economic organizations. (W)",Concepts and Techniques in Archaeology
Anthropology Courses (ANT), 4,5280,Prereq: consent of instructor; ANT 5270 recommended. Introduction to reconnaissance and excavation of sites; preparation and cataloging of specimens; analysis of data. Material Fee as indicated in the Schedule of Classes (S),Field Work in Archaeology of the Americas
Anthropology Courses (ANT), 3 ,5320,Prereq: ANT/LIN 3310 or graduate standing. For graduate students and advanced undergraduates with a background in linguistic anthropology. Students read classic and contemporary works of linguistic anthropology to expand knowledge of human language and sociality; conduct a major original research project. (W),Language and Societies
Anthropology Courses (ANT), 3 ,5370,Prereq: ANT 2100 or 7005 or consent of instructor. The nature and variety of religious belief and practice; theoretical interpretations. (B),"Magic, Religion and Science"
Anthropology Courses (ANT), 3 ,5380,"Prereq: ANT 2100 or consent of instructor. Required for majors. History of ideas and explanatory theories in anthropology; continuities and disjunctures in British, French, American, German, Belgian, Russian, and Third World anthropologies. (Y)",History of Anthropology
Anthropology Courses (ANT), 3 ,5400,"Prereq: ANT 2100 or consent of instructor. Concepts and theory in medical anthropology from cultural and biological perspectives. Topics include: cross-cultural aspects of sex and gender in health and illness, life course, sexuality, birth and death, bio-cultural approaches to healing and treatment, international health and epidemiology. (B)",Anthropology of Health and Illness
