Category,Credits,Id,Description,Title
Accounting,3 Credits,ACC-207,"After an introduction to the nature of cost accounting and key definitions, this course covers the accumulation of costs through a job order system and a process system. It also covers the accounting for and control of materials, labor, and factory overhead. Prerequisite: Principles of Accounting II (ACC102).
",Cost Accounting
Accounting,3 Credits,ACC-216,"This course examines the needs of management and provides students with the necessary analytical skills that become critical to the financial decision-making process. The course covers such areas as budgetary planning and control, cost information, management decision-making, cost volume profit analysis, capital budgeting decisions, and control of decentralized organizations. Prerequisite: Cost Accounting I (ACC207).
",Managerial Accounting
Accounting,3 Credits,ACC-217,"After an introduction to the Massachusetts General Laws relating to taxation and the organization and role of the Massachusetts Department of Revenue, this survey course will focus on the Massachusetts statutory provisions relating to miscellaneous excises, the taxation of individuals and corporations, including the administration and enforcement of these provisions by the Massachusetts Department of Revenue. Other areas of study covered in this course include: filing requirements for major tax types; assessment and collection of taxes; examination and abatement. This course is critical for students to gain an understanding of specific taxation laws that pertain to the Commonwealth of Massachusetts. Prerequisite: Federal Income Tax II (ACC204).
",Mass Tax Law I
Accounting,3 Credits,ACC-299,"This course enhances the academic experience for students. All internships take place at the Massachusetts Department of Revenue site. Students will engage in activities that improve knowledge of the practical world of taxation and auditing and help them gain professional experience. The internship experience applies resources gained from students' program of study to improve the quality of their contributions to the employer. Students are responsible for following all guidelines in the BHCC Internship Handbook. Prerequisite: Mass Tax Law I (ACC217) and permission of the Department Chair or Dean.
",Mass Dept of Revenue Internship
Allied Health,3 Credits,AHE-101,"This course is designed for bilingual students interested in becoming integral members of the health care team in bridging the language and cultural gap between patients and providers. Students will examine issues related to interpreter ethics and the role of the interpreter in a variety of clinical settings. Topics include anatomy and physiology, pathophysiology, diagnoses, and medical treatments. Activities are designed to develop listening, memory, language-switching skills, and decision-making. This course will familiarize students with the cultural dimensions of health and illness in preparation for their being assigned to an internship where they perform live interpreting under the direct supervision of a professional interpreter and mentor. Note: A grade of B- or better in this course is required for progression in the program. Prerequisites: Writing Skills II (ENG095) and Reading Skills II (RDG095) or placement.
",Medical Interpreting I
Allied Health,2 Credits,AHE-102,"A continuation of Medical Interpreting I, this course includes an in depth discussion of cross-cultural communication including values and attitudes toward non-traditional health beliefs. Students will examine issues such as giving bad news to patients and dealing with difficulties between patients and health care providers. Other topics of discussion include prescription medicines, measurements for medical dosages, therapies and treatments, and medical insurance verbiage. Finally, chronic conditions such as asthma/COPD, HIV and diabetes as well as medical specialties such as mental health and obstetrics/gynecology are discussed. Prerequisite: Medical Interpreting I (AHE101).
",Medical Interpreting II
Allied Health,3 Credits,AHE-104,"This course introduces students to the challenges and responsibilities of healthcare professionals and college students. Discussions center on cross-cultural issues, human growth and development; psychological and sociological factors involved in the patient healthcare professional relationship.
",Vital Signs: Understanding Human Behavior for the Health Care Professional
Allied Health,1 Credits,AHE-106,"This course consists of a clinical practicum of 21 hours at a skilled nursing facility to fulfill the State Nurse Aide Certification requirement. Additional expenses may include supplies, equipment, and/or uniforms. Co-requisites: Principles of Clinical Practice (AHE110) and Patient Care Skills (AHE111).
",CNA Practicum Patient Care
Allied Health,7 Credits,AHE-108,"This course provides the training and skills necessary to take the Certified Nurse Aide and Home Health Aide exams. The course includes CPR training. There is a 21-hour clinical practicum at a long-term care facility, which may be scheduled on Saturdays and/or evenings. The course requires health clearance forms. (Students must assume responsibility for CNA testing.) Additional expenses may include supplies, equipment, and/or uniforms. Prerequisites: Writing Skills I (ENG090) and Reading Skills I (RDG090).
",CNA/Home Health Aide
Allied Health,3 Credits,AHE-110,"This course includes topics in the anatomy and physiology of body systems, diseases and conditions, ethics in health care, communications, medical terminology and abbreviations, standard and transmission-based precautions, CPR, and selected clinical skills. Additional expenses may include supplies, equipment, and/or uniforms. The course is open to Allied Health certificate program students only.
",Principles of Clinical Practice
Allied Health,3 Credits,AHE-111,"This course, taken with CNA Practicum (AHE106) and Principles of Clinical Practice (AHE110), covers the patient care theory and skills required to take the Certified Nurse Aide and Home Health exams. Co-requisites: CNA Practicum (AHE106) and Principles of Clinical Practice (AHE110).
",Patient Care Skills
Allied Health,3 Credits,AHE-112,"This course covers the skills and theory necessary for medical assistants in hospitals and clinics. Topics include setting up and assisting for physical and specialty examinations, minor surgical procedures, routine laboratory tests, and related medical terminology and abbreviations. Co-requisite: Principles of Clinical Practice(AHE110).
",Medical Assistant Skills
Allied Health,3 Credits,AHE-117,"This course provides the student with the skills to communicate effectively as an Allied Health Professional. The course includes discussions of verbal and non-verbal communication, professional communication and behavior, interviewing techniques, adapting communication to a patient's ability to understand, patient education, cultural sensitivity, electronic communication, and fundamental writing skills.
",Communication Skills for Health Care
Allied Health,3 Credits,AHE-201,"This course covers advanced theory and skills for the patient care technician and medical assistant. Students are cross-trained in EKG and Phlebotomy. Prerequisite: Patient Care Skills (AHE111) or Medical Assisting Skills (AHE112).
",Advanced Clinical Skills
Allied Health,3 Credits,AHE-204,"This course consists of a clinical practicum at local health care facilities. Students keep a daily journal and complete a work portfolio. Additional expenses may include supplies, equipment, and/or uniforms. Prerequisite: Patient Care Skills (AHE111). Co-requisite: Advanced Clinical Skills (AHE201).
",Patient Care Technician
Allied Health,3 Credits,AHE-205,"This course consists of a clinical practicum at local health care facilities. Students keep at daily journal and complete a work portfolio. Additional expenses may include AHE 206 Prerequisite: Medical Assisting Skills (AHE112).Co-requisite: Advanced Clinical Skills (AHE201).
",Practicum Medical Assistant
Allied Health,1 Credits,AHE-209,"This seminar is an inter-disciplinary course that provides a broad overview of the medical workplace. Taken concurrently with an Allied Health Practicum, it includes discussions of the internship experience, employment opportunities as well as job search skills. Co-requisite: Practicum Patient Care Assistant (AHE204) or Practicum Medical Assistant (AHE205) or Practicum Phlebotomy Technician (AHE206) or Practicum Laboratory Assistant (AHE207).
",Allied Health Practicum Seminar
Allied Health,1 Credits,AHE-299,"Students will be placed in a 30-hour internship to be completed over the course of the semester at a local healthcare facility under the direct supervision of a professional interpreter and mentor. This internship will consist entirely of active interpreting. Co-requisite: Medical Interpreting II (AHE102).
",Medical Interpreting Internship
Arabic,3 Credits,ARB-101,"This course is a beginning class in modern standard Arabic. The course begins with exposure to the alphabet, basic vocabulary, and expressions of greetings. The course then focuses on the spoken and written language used in contemporary life in Arab countries. The course works on all skill areas: listening, speaking, reading, and writing presenting pertinent grammar in context. The course is not intended for native speakers or students who have studied this language within the last three years.
",Elementary Arabic I
Arabic,3 Credits,ARB-102,"A continuation of Elementary Arabic I (ARB101), this course emphasizes conversational skills and sentence structure. The course stresses practical applications of the Arabic language. The course meets General Education 'Humanities' Requirement Area 6. Prerequisite: Elementary Arabic I (ARB101).
",Elementary Arabic II
Astronomy,4 Credits,AST-102,"This course covers an introductory study of basic astronomy, including the planets, the apparent motions of celestial objects, the seasons, constellations, comets and meteors, stars, galaxies, and the large-scale structure of the universe. The course includes current events in space exploration. The course meets General Education ""Science and Technology"" Requirement Area 5. Course meets: 3 hrs. lecture; 1.5 hrs. lab. Prerequisites: Writing Skills II (ENG095) and a grade of C or better in Foundations of Algebra (MAT097) or placement equivalency.
",Astronomy/ Lab
Biology,4 Credits,BIO-105,"This course will investigate the major biological concepts that connect all forms of life and are designed for students with little or no background in science. Topics will include the process of scientific inquiry, the cell as the basic unit of life, metabolism, cellular reproduction, genetics, evolutionary theory and principles of ecology. Laboratory work will introduce students to the basic investigative techniques used to study life's processes. There will be no animal dissection in this course. This course will satisfy the General Education ""Science & Technology"" Area 5 requirement for all programs and may be used to satisfy the biology prerequisite for Anatomy and Physiology I (BIO203). This course will not satisfy the general biology requirement of the Associate in Science: Biological Science program. Prerequisites: Writing Skills (ENG095), a grade of C or better in Foundations of Mathematics (MAT093), and Reading Skills II (RDG095) or placement equivalence.
",Introduction to Biology
Biology,4 Credits,BIO-108,"This course is designed to introduce students pursuing careers in the health fields to the structure and function of the human body. It is intended to help students with a limited scientific background grasp the fundamental concepts of biology as well as human anatomy and physiology. Pathophysiology, genetics and relevant clinical aspects are discussed with each system so that students can apply their clinical learning. This course does not substitute for programs that require BIO203 and BIO204. Open to all students and satisfies General Education ""Science and Technology"" Requirement Area 5. Course meets 3 hrs. lecture; 1.5 hrs. lab. Note: May be used as a prerequisite for Anatomy & Physiology I/Lab (BIO203). Prerequisites: Writing Skills II (ENG095), a grade of C or better in Foundations of Mathematics (MAT093), and Reading Skills II (RDG095) or placement equivalent.
",Human Biology/Lab
Biology,3 Credits,BIO-111,"This course covers a study of plant and animal sources of human food, their nutritional values, and the way they are utilized by the body in health and disease. Topics include the selection of an adequate diet, evaluation of nutrition status, nutrition in pregnancy and lactation, nutrition in infancy and in aging, weight control, alternate food patterns, ethnic foods, and nutrition-related health problems. The department recommends this course for students in Allied Health programs. The course is offered in the Center for Self-Directed Learning only.
",Food/Nutrition
Biology,4 Credits,BIO-115,"This course covers a study of plant and animal sources of human food, their nutritional values, and the way they are utilized by the body in health and disease. Topics include chemistry and biology of food, personal nutrition evaluation, nutrition-related health problems, and global food and nutrition issues. Laboratory exercises introduce students to the diagnostic procedures used by nutritionists and to reinforce learning of nutritional theory. A background in biology or chemistry is not required. The course meets General Education ""Science and Technology"" Requirement Area 5. Course meets: 3 hrs. lecture; 1.5 hrs. lab. Prerequisites: Writing Skills II (ENG095), a grade of C or better in Foundations of Mathematics (MAT093), Academic Reading III (ESL098) or Reading Skills II (RDG095) or placement equivalency.
",Nutrition Science & Lab
Biology,4 Credits,BIO-120,"This course offers an introduction to the field biotechnology. General principles of biology, recombinant DNA technology, and the applications of biotechnology will be presented. The medical, social, political and ethical implications of recombinant DNA technology and the Human Genome Project will be discussed. Work practices and career opportunities in the biotechnology industry will also be outlined. Students will be introduced to industry specific laboratory skills and basic investigative techniques and procedures used in research through labs designed to reinforce lecture concepts. Class meets: 3 hrs. lecture; 3 hrs. lab. Prerequisites: Writing Skills II (ENG095), Intermediate Algebra (MAT099),and Reading Skills (RDG095) or Academic Reading III (ESL098) or placement equivalency.
",Introduction to Biotechnology
Biology,4 Credits,BIO-195,"The course will examine the cell as the basic unit of life. Topics will include cell chemistry, cell structure and function, metabolism, cellular respiration, photosynthesis, and cell division. The course will conclude with an examination of the genetic and chromosomal basis of inheritance. Laboratory work will provide students with the basic skills necessary to work in advanced biology laboratory courses. This is the first required biology course in the AS Biological Science program. Students planning to enroll in a health science program should enroll in Principles of Biology I/Lab (BIO101) or Human Biology/Lab (BIO108). This course meets General Education Science and Technology Requirement Area 5.Prerequisites: Writing Skills II (ENG095) and Reading Skills II (RDG095) or placement and a grade of C or better in College Algebra-STEM (MAT194).
",General Biology I & Lab
Biology,4 Credits,BIO-196,"As a continuation of General Biology I/Lab (BIO195), the course begins with a study of chemical basis of inheritance and protein synthesis. The course then investigates the mechanisms of adaptive evolution, speciation, phylogeny, and the history of life on earth. The course concludes with a survey of the three domains of life and an introduction to the structure of populations and ecosystems. Laboratory work will continue to develop the student's critical thinking and problem solving skills. Prerequisite: Grade of C or better in General Biology I/Lab (BIO195).
",General Biology II & Lab
Biology,4 Credits,BIO-203,"This is the first course in a two-semester sequence that will examine the systems of the human body using an integrated approach. Areas of study will include the structure and function of cells, histology, the physiological and anatomical aspects of support and movement systems and the nervous system. Laboratory activities will enhance the students' comprehension of the structure and function of the human body. Course meets: 3 hrs. lecture; 3 hours. Lab. Prerequisite: Grade of C or better in Principles of Biology I/Lab (BIO101), Human Biology (BIO108) or General Biology I/Lab (BIO195).
",Anatomy/Physiology I & Lab
Biology,4 Credits,BIO-204,"As a continuation of Anatomy/Physiology I (BIO203) this course will again use an integrated approach to examine the human systems not covered in Anatomy/Physiology I. Areas of study will include the endocrine system, the cardiovascular system, lymphatic and immune systems, respiratory system, digestive system, urinary system and reproductive system. Laboratory activities will enhance the students' comprehension of the structure and function of the human body. Course meets: 3 hrs. Lecture; 3 hrs. lab. Prerequisite: Grade of C or better in Anatomy/Physiology I/Lab (BIO203).
",Anatomy/Physiology II & Lab
Biology,4 Credits,BIO-205,"This course is intended for students entering health care careers and the biotechnology industry. This course will provide a solid foundation of basic physiological and biochemical activities of bacteria, viruses, fungi, and protozoa. The fundamentals of microbial physiology, genetics, and immunology will be presented with emphasis placed on virulence factors and the mechanisms in which these microorganisms establish disease. Microbiology in the workplace will be covered through a discussion of methods of physical and chemical control of microorganisms, microbial growth and enumeration. The use of anti-viral drugs, and antibiotics, the host immune response to infection, and the effectiveness of various vaccination strategies will also be discussed. The course will be completed by investigating the importance of human pathogens in patient care and nosocomial infection while looking at several major diseases. Exercises in the laboratory portion of the course deal with aseptic techniques, microbial cultivation and growth characteristics, staining and bacterial isolation techniques, differential biochemical tests, identification of unknown bacterial species, and testing effectiveness of antimicrobial agents. Course meets 3 hrs lecture and 3 hrs lab. Prerequisite: Anatomy and Physiology I/Lab(BIO203) or General Biology I/Lab (BIO195) or admission to the Nursing Program.
",Microbiology & Lab
Biology,4 Credits,BIO-207,"A study of cell structure and function including the following topics: organelles, membrane function, metabolism, gene action, communication, and regulation of growth. Some specialized cells will be discussed. The laboratory will include biotechnological, molecular, and cellular experiments. Class meets: 3 hrs. lecture; 3 hrs. lab. Prerequisite: A grade of C or better in General Biology I/Lab (BIO195), a grade of C or better in General Chemistry I/Lab (CHM201) or permission of the science and engineering department.
",Cell Biology & Lab
Biology,4 Credits,BIO-208,"This course offers a broad understanding of classical, molecular and evolutionary genetics. Highlighted topics will include the molecular and chromosomal basis of inheritance, extranuclear inheritance, gene mapping and analysis, control of gene expression in pro- and eukaryotes, Chi square analysis, probability theory, DNA mutation and repair, genetics of cancer, population and human genetics. Experimental work will focus on the theory and practice of current techniques in genetics. Prerequisite: A grade of C or better in General Biology II/Lab (BIO196) or permission of science and engineering department.
",Genetics and Lab
Biology,4 Credits,BIO-210,"This course is designed to give students an overview of the science of population biology. The course covers topics related to: distribution and abundance of species; mathematical models of logistic and exponential growth; the application of the Hardy-Weinberg principle to describe changes in gene frequencies via natural selection or other processes on populations; life-history strategies, inter specific interactions; population regulation and sustainable ecosystems; and human impact on the sustainability of wild populations. Laboratory activities include basic field techniques for collection and estimation of populations, basic statistical analysis, computer simulation, and formal lab exercises. Lab experiments are designed to facilitate an understanding of basic scientific field research and principles of population ecology. This course is designed for advanced science students and may be taken as an elective for the general biology transfer program. Prerequisite: General Biology II/Lab (BIO196) or permission of the science and engineering department.
",Population Ecology & Lab
Biology,4 Credits,BIO-211,"Environmental Microbiology introduces students to the diversity of microbial populations and their ecological roles in terrestrial, aquatic, and marine environments. The course will also focus on industrial microbiology and the relationships of microbes to urban communities. Microbial community ecology and interactions with plants and animals will also be covered. Students will explore how microbial activities sustain natural ecosystems, contribute to environmental quality, and how these functions are harnessed to support and manage artificial systems. Laboratory investigations will introduce students to the standard experimental procedures used to study microbes. This course will satisfy the microbiology requirement for healthcare and nursing students. Students in health related programs should enroll in Microbiology & Lab (BIO205). Prerequisite: C or better in General Biology & Lab (BIO195). Completion or concurrent enrollment in General Biology II & Lab (BIO196) recommended. 3 hours lecture - 3 hours lab.
",Environmental Microbiology/Lab
Biology,5 Credits,BIO-260,"This capstone course presents the major concepts of molecular biology and their relationship to the field of biotechnology. The course will focus on recombinant DNA technology, genetically engineered organisms, sequencing, gene expression in prokaryotes and eukaryotes, protein expression and analysis, and genomics. Advanced topics will include Bioinformatics, Protein engineering, RNA interference and biological products as therapeutic agents. Laboratory activities will emphasize proper laboratory protocol and documentation, inquiry based investigations, formal laboratory report writing, and standard laboratory skills used in biotechnology research. The course will also focus on career opportunities and hiring trends in the biotechnology industry and require that students work on their job readiness skills. Upon completion of this course, students will be qualified for entry level employment or internships in the biotechnology field. Course meets: 3 hrs. lecture, 4 hrs. lab. Prerequisites: grade of C or better in Introduction to Biotechnology (BIO120), Cell Biology and Lab (BIO207) and Genetics and Lab (BIO208) or department approval.
",Molecular Biotechnology
Biology,3 Credits,BIO-261,"Laboratory activities will emphasize proper laboratory protocol and documentation, inquiry based investigations, formal laboratory report writing, and standard laboratory skills used both in industry and in biotechnology research such as media and buffer preparation, protein purification, cell culture and immunological techniques. The course will also focus on career opportunities and hiring trends in the biotechnology industry and require that students work on their job readiness skills. Upon completion of this course, students will be qualified for entry level employment or internships in the biotechnology field. Depending on the college, both BIO261 and BIO262 may need to be completed for credits to transfer. Course meets: 1hr lecture/2.5 hrs. lab. Prerequisite: Grade of C or better in Introduction to Biotechnology (BIO120), General Biology I/Lab (BIO195), and General Biology II/Lab (BIO196) or departmental approval.
",Advanced Laboratory Techniques in Biotechnology
Biology,3 Credits,BIO-262,"The emphasis in this course will be on major concepts of molecular biology and their relationship to the field of biotechnology. The course will focus on recombinant DNA technology, genetically engineered organisms, sequencing, gene expression in prokaryotes and eukaryotes, protein expression and analysis, and genomics. Advance topics will include bioinformatics, protein engineering, RNA interference and biological products as therapeutic agents. This course will also expand on the concepts and applications presented in Introduction to Biotechnology (BIO120) and Advanced Laboratory Techniques in Biotechnology (BIO261). Upon completion of this course, students will be qualified for entry level employment or internships in the biotechnology field. Depending on the college, both BIO261 and BIO262 may need to be completed for credits to transfer. Course meets: 3hrs. lecture. Prerequisites: Grade of C or better in Advanced Laboratory Techniques in Biotechnology (BIO261), Cell Biology and Lab (BIO207), and Genetics and Lab (BIO208) or departmental approval. 
",Principles of Molecular Biotechnology
Biology,4 Credits,BIO-270,"This multidisciplinary laboratory course will focus on providing theoretical and hands-on experience in advanced laboratory techniques and technologies such as High Pressure Liquid Chromatography (HPLC), Polymerase Chain Reaction (PCR), Real-Time PCR and bioreactors. This course will include laboratory simulations that will mimic a real-world work experience. Laboratory activities will reinforce an understanding of theory and basic principles as well as method development, operations, applications and instrumentation. Key industry skills including documentation, current Good Manufacturing Practices (cGMP), Standard Operating Procedures (SOPs) and Validation will be emphasized and reinforced. Advanced scientific writing and oral presentation skills will also be developed. Course meets: 6 hrs lab. Prerequisites: Grade of C or better in Cell Biology and Lab (BIO207), Genetics and Lab (BIO208), and Advanced Laboratory Techniques in Biotechnology (BIO261). Principles of Molecular Biotechnology (BIO262) must be taken either as a prerequisite or as a co-requisite or departmental approval.
",Biotechnology Laboratory Simulations
Biomedical Engineering,4 Credits,BME-100,"A first course in Biomedical Engineering (BME), this course introduces students to preliminary Biomedical Engineering topics. Topics include: the BME profession, morals and ethics, anatomy and physiology, static biomechanics, rehabilitation engineering, static bioinstrumentation, biosensors, biosignal processing, and models of neurons. MATLAB is used for ease in problem solving. Laboratory involves using a virtual instrument (Biopac) to record and analyze signals from the body. Class meets: 3 hrs. lecture; 2 hrs. laboratory. Prerequisites: Grade of C or better in Calculus I (MAT281) and a grade of C or better in General Chemistry I/Lab (CHM201). Co-requisite: Calculus II (MAT282).
",Biomedical Engineering I
Biomedical Engineering,3 Credits,BME-200,"This course explores the techniques for analysis and modeling of biomedical systems with applications of advanced mathematics including Differential Equations, Difference Equations, State-Variables, and computer-aided methods to study problems at the interface of engineering and biology. Other topics include elements of physiological modeling and the solution of the transient and forced response for a variety of biomechanical and bioelectrical systems. Class meets: 3 hrs. lecture. Prerequisites: Grade of C or better in Biomedical Engineering I (BME100) and a grade of C or better in Calculus II (MAT282).Co-requisite: Calculus III (MAT283).
",Biomedical Engineering II
Business,3 Credits,BUS-101,"This course is a survey of the purpose, role, and responsibility of business in a capitalistic society, including an introduction to the major areas of business such as: Finance, Management, Economics, and Marketing. This course provides a basic foundation for the student who will specialize in some aspect of business in college, and it also provides the opportunity for non-business majors to learn about the business in which they will someday be both producers and consumers. This course will also enable students to explore career options in business, define a career path, and make connections between classroom learning and the larger business community. This course will fulfill the Learning Community Seminar requirement for first time, full-time students, to assist the student in making a successful transition from our unique urban community into an academic environment. The course will aid students in learning insights, skills, and attitudes necessary to develop academic success strategies for personal and career goals achievement. Prerequisites: Grade of C or better in Academic Reading I (ESL098) and Academic Writing III (ESL099) or Reading Skills II(RDG095)and Writing Skills (ENG090) or exemption by placement testing.
",Introduction to Business
Business,3 Credits,BUS-103,"This course provides an interdisciplinary overview of the retailing industry. Primary focus will be on the customer-facing activities of retailers, including assortment planning, private label development and the management of in-store operations, and the back-door activities (forecasting and supply-chain management) that support customer interaction. In addition, current issues facing retailer, such as customer relationship management, and supplier relations, will be explored. This course will also survey topics in finance and operations and information technology as they relate to retail. Prerequisites: Grade of C or better in Foundations of Algebra (MAT097) or Pre-Statistics (MAT098), and Application/Concepts (CIT110). Pre/Co-requisite: Principles of Marketing (MAN105).
",Principles of Retailing
Business,3 Credits,BUS-106,"This course is an introduction to the environments, institutions, systems and operations involved in international business. Students will learn how different economic, legal, political and cultural forces influence the conduct of international trade and investment and how international competitive strategies, firm operations and organizational structures contribute to business success or failure in the global marketplace. The impact of international trade and investment on economies, businesses and consumers will also be examined. Prerequisite: Macroeconomics (ECO201) or Microeconomics (ECO202).
",International Business I
Business,3 Credits,BUS-108,"This course presents an overview of the steps involved in international movement of goods and services from the point of origin to their final destination. In addition to providing a working knowledge of the various terms and techniques essential to the export/import process, the course includes an introduction to the role of important organizations such as the freight forwarder, the international banker, the freight carrier, the insurance company, and U.S. Customs. The course also includes tariff regulations and documentation. Prerequisite: International Business (BUS106).
",Exporting/ Importing
Business,3 Credits,BUS-111,"This course is an exploration of the nature, reasons for and consequences of globalization. Subjects such as global economic integration, cultural convergence, global institutions, multinational corporations and global business will be discussed. Students will acquire an understanding of globalization's key aspects and trends in history, geography, politics, culture, and technology, as well as its impact on labor, standards of living and the environment. This course will also enable students to explore career options in international business, define a career path, and make connections between classroom learning and the larger business community. This course will fulfill the learning community seminar requirement for first time, full time, students, to assist the student in making a successful transition from our unique urban community into an academic environment. The course will aid students in learning insights, skills, and attitudes necessary to develop academic success strategies for personal and career goals achievement. Prerequisites: A grade of C or better in Academic Reading (ESL098) and Academic Writing III (ESL099) or Reading Skills II (RDG095) and Writing Skills I (ENG090) or placement.
",Globalization
Business,3 Credits,BUS-112,"This course presents the various functions, practices, and principles of freight forwarding. Specific topics include government regulations, maritime laws, and transportation agreements as they influence traffic movement by water, air, motor, and rail. Prerequisite: International Business (BUS106).
",International Logistics
Business,3 Credits,BUS-201,"In this introductory study of the law and its application to the individual, students learn to evaluate and analyze legal problems and systems. The course emphasizes business situations. Topics include procedural law, contracts, torts, consumer law, and related areas. Prerequisites: Writing Skills II (ENG095) or placement and Academic Reading Skills III (ESL098) or Reading Skills II (RDG095) or placement.
",Business Law I
Business,3 Credits,BUS-202,"This concentrated course reviews and emphasizes corporation and basic contract law, product liability, sales, warranties, bankruptcy, repossession, sale and transfer, foreclosure, insurance, trusts, and wills. Prerequisite: Business Law I (BUS201).
",Business Law II
Business,3 Credits,BUS-207,"This course gives students a comprehensive understanding of the use and importance of effective communication in business. Students study types of written, oral, and electronic communication and develop a variety of professional communication skills essential to success in business. The course also addresses ethical and cultural issues associated with business communications. Prerequisite: Grade of C or better in College Writing I (ENG111).
",Professional Communication
Business,3 Credits,BUS-224,"General retail and merchandise policies are considered in this course, including types of firms and store organization. Selecting merchandise, buying, planning price lines and price line adjustments; assortment planning, display, and inventory and budget control. Prerequisite: Grade of C or better in Foundations of Algebra (MAT097) or Pre-Statistics (MAT098) or placement and Academic Reading II (ESL098) and Academic Writing III (ESL099) or Reading Skills II(RDG095) and Writing Skills I (ENG090) or placement.
",Merchandising
Chemistry,4 Credits,CHM-120,"This course is an introduction to the basic concepts of inorganic chemistry. Topics include measurement theory, methods of scientific investigation, atomic theory, nuclear radiation, compound formation, chemical nomenclature, chemical reactions, the mole concept, solution chemistry, acid-base chemistry, and the relevance of chemistry in health professions. Laboratory work will introduce students to basic laboratory techniques, safety regulations, and chemical hygiene. This course does not satisfy the chemistry requirement of the AS Biological Sciences or AS Engineering programs or the AA Chemistry/Physics concentrations. Course meets 3 hrs. lecture; 3 hrs. lab. Prerequisites: Writing Skills II (ENG095), Reading Skills II (RDG095), and Foundations of Algebra (MAT097) or placement equivalencies.
",Principles of Inorganic Chemistry & Lab
