Category,Credits,Id,Description,Title
ACC,    3,5003,"Financial accounting attempts to measure and report corporate performance. Users demand the performance measure in a variety of decisions they make. The objective of the course is to introduce the language of business and to train the students in the analysis of financial statements. The course will introduce the student to the development and interpretation of accounting records and the use of accounting information as a managerial tool for reporting and decision-making. Major topics covered in this course are double entry bookkeeping, the accounting cycle, individual assets and liabilities, interpretation of financial statements, managerial accounting concepts and ethical issues of financial reporting.

    3.000 Credit hours

    3.000   Lecture hours


Levels: Graduate, Undergraduate 

Schedule Types: Up to 24% course online, 25%-49% course online, 50%-74% course online, 75%-99% course online, 100% course online, Lecture 


Academic Division

Management Department


Course Attributes: Mgmt - Graduate",Fundamentals of Financial Accounting
ARC,    3,0113,"Observation, analysis and application of visual imagery and
the principles and elements of design in the creation of
two-dimensional, achromatic design compositions.  Principles
include balance, rhythm, repetition, graduation structure,
transparency, proportion and contrast.  Introduction to
color theory and application, design methodology, and
visual/verbal techniques necessary for design
conceptualization and presentation.
(Upon successful completion, with a grade of ""c"" or better,
this course will transfer into Lawrence Tech's undergraduate
programs in place of ARC1113 Basic Design 1)


    3.000 Credit hours

    3.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Basic Studies",Basic Design
ARC,    3,0213,"Development of basic skills in the use of techniques
or architectural drafting and sketching,
including two-dimensional graphics, perspective,
shades and shadows, model construction, basic
delineation and drawing from observation.  Introduction to
methods of free-hand drawing, developing skills to be
used in perspective sketching and rendering.
(Upon successful completion, with a grade of ""c"" or better,
this course will transfer into Lawrence Tech's undergraduate
programs in place of ARC1213 Visual Communications 1)


    3.000 Credit hours

    3.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Basic Studies",Visual Commun
ARC,    2,1012,"Introduction to the field of architecture, art and design,
including the creative process, architectural expression,
theory and history.


    2.000 Credit hours

    2.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Freshman",Art and Design Awareness
ARC,    3,1113,"Prerequisite: None.
Observation, analysis and application of visual imagery and
the principles and elements of design in the creation of
two-dimensional, achromatic design compositions.  Principles
include balance, rhythm, repetition, graduation structure,
transparency, proportion and contrast.  Introduction to
color theory and application, design methodology, and
visual/verbal techniques necessary for design
conceptualization and presentation.


    3.000 Credit hours

    3.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Freshman",Basic Design 1
ARC,    3,1133,"Observation, analysis, and application of visual imagery
and the principles and elements of design in the creation
of three-dimensional compositions.  Form and spatial
enclosure; color, light and illusion; modularity and
modulation; and an introduction to basic concepts of
structural and sculptural forms.  Further instruction in
visual/verbal skills.


    3.000 Credit hours

    3.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Freshman",Basic Design 2
ARC,    3,1213,"Use of physical, digital and hybridized visual communication media to analyze existing architectural works and hypothesize new constructs. Investigate with physical, black and white mediums and operations will focus on drafting, sketching, perspective and shade and shadow theories, illustration and model construction. Investigations with raster-based digital mediums and operations will emphasize scanning, image manipulation and printing. Analytical frameworks will stress physiological processes as they pertain to the relationship of the body to architecture.

    3.000 Credit hours

    3.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course


Academic Division

Architecture Department


Course Attributes: Arch - Freshman",Visual Communication 1
ARC,    3,1223,"Use of physical, digital and hybridized visual communication media to analyze existing architectural works and hypothesize new constructs. Investigations with color physical mediums and operations and vector-based digital mediums and operations will focus upon editing, organizing and visualizing information, including two and three-dimensional imagery and data visualization. Analytical frameworks will stress situated physiological processes including the relationship of body, architecture and site. Included is an introduction to Computer-Aided Drafting (CAD), modeling and computation.

    3.000 Credit hours

    3.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course


Academic Division

Architecture Department


Course Attributes: Arch - Freshman",Visual Communication 2
ARC,    6,2116,"This course provides lecture, lab, and studio components focused on the integrated relationship between architecture and the landscape.  The course views the landscape as a primary source of information for the making of architectural decisions about space, access, natural and built forms, and environmental soundness.  The course teaches fundamental design principles, ordering systems, site analysis, graphic research methods, architectural and landscape precedents, and graphic documentation skills.  The course builds on the skills addressed in the freshman studio courses, and prepares students to understand concepts of interior space and materials to be considered in ID2 and ID3.  The studio component emphasizes integrated architectural composition; the lab emphasizes exploration and experimentation with design media and other specific design inquiries in support of the studio.

    6.000 Credit hours

    2.000   Lab hours

    4.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Integrated Design 1
ARC,    6,2126,"This course provides lecture, lab and studio components focused on the integrated relationship between architecture and interior space. The course conceives interior space as the study of light, color, texture and volume as it relates to human scale. The course objectives and outcomes are organized into four phases; gathering, finding, transforming and synthesis - and includes studies on building program, daylight and the haptic study of material. The course builds on the concepts of landscape and site from the ID1 course and prepares students to embrace concepts of tectonics to be considered in ID3. The studio component emphasizes integrated architectural composition; the lab emphasizes exploration and experimentation with design media and other specific design inquiries in support of the studio.

    6.000 Credit hours

    2.000   Lab hours

    4.000   Other hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Studio and Lab


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Integrated Design 2
ARC,    3,2223,"Students fabricate and study architectural scale models
ranging from full size construction detail mock-ups to
1""/100 site studies.  Models of interior space and form are
included.  Combinations of materials and fabrications
methodology studied and practiced.  Emphasis on craft
quality and appropriateness of representation.,  The impact
of material and scale choices through various assignments,
such as variations in model scale or modeling materials to
gain insights into the significance such choices have on
perception.


    3.000 Credit hours

    3.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Intro to Arch. Models
ARC,    3,2313,"This course is the first in a sequence of two that address building construction systems.  The course introduces principles of construction materials and assemblies based on their properties, performance, and environmental impact.  Course content will engage criteria for defining appropriate building structure and enclosure systems in response to qualities of durability, aesthetics, thermal performance, and energy resources.  The course will also introduce building systems and life safety systems guided by standards of practice and building code regulations.  Students develop construction drawings, models, and outline specifications to demonstrate ability and understanding of the course content and objectives.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Construction Systems 1
ARC,    1,2321,"A lecture course focusing on building materials and processes as they relate to the fabrication of multi-story, steel frame, and reinforced concrete frame buildings. Faculty and industry representatives provide background and detail on the nature, development, and properties of materials and systems that are most often selected for this type of construction, including process and criteria leading to the selection of appropriate building materials and systems for specific applications.  The following course can be taken concurrently with this course: ARC 2323. Prerequisites: ARC 2313 (min. grade D-) AND ARC 2323 (min. grade D-).

    1.000 Credit hours

    1.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Building Systems Global Lecture
ARC,    3,2323,"This course is the second in a sequence of two that address building construction systems. The course focuses on principles of sustainable construction assemblies based on performance and environmental impact. Course content will engage criteria for defining appropriate building structure and enclosure systems in response to variables of geography, climate, thermal performance, and energy resources. Course content also includes building service systems and application of life safety systems through egress, accessibility, and code compliance. Students develop construction drawings, models, and outline specifications to demonstrate ability and understanding of the course content and objectives.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Construction Systems 2
ARC,    3,2333,"The course covers building codes and regulations pertaining to commercial, industrial and residential structures.  Design professionals are expected to be familiar with a variety of codes and regulations in order to design structures that are safe for the occupants, as well benefit the community at large.  The class will systematically address the many different regulatory requirements that one must evaluate while proceeding through the evolutionary design stages of a project.

    3.000 Credit hours

    3.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: 100% of course online, 1-25% of course online, 26-50% of course online, 51-75% of course online, Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Building Codes & Regulations
ARC,    3,2513,"This course is an introduction to the behavior, analysis, and design of structural members and systems.  It provides a basis for the understanding of elementary force flow in structural systems and an intuitive understanding of how systems react to and resist loads.  This course introduces the theory of statics with analytical and graphical solutions.  Topics include the determination of loads, the resolution of force systems, and equilibrium analysis; and structural principles related to shape (centroids and moment of inertia), the properties of materials (stress, stiffness, and modulus of elasticity), shear and bending moments, deflection, column theory, and elementary indeterminate structures.  Instructional methods include lectures, advanced digital media, video, in-class problem solving, demonstration models, and the investigation of historical precedents.  The course provides the knowledge of structural theory which is the basis for the code based procedures in subsequent courses.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Lecture and Lab


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Basic Structures
ARC,    4,2514,"Structural theory:  statics by analytical and graphical
solutions.  Determination of loads, resolution of force
systems, and equilibrium analysis.  Structural properties
of shape (centroids, moment of inertia) and materials
(stress, stiffness, modulus of elasticity).  Shear and
bending moments, deflection, column theory, elementary
indeterminate structures, and introductory awareness of
structural system behavior.  Introduction to the
structural design process.  Lect. 4 hrs.
Prerequisites: Physics: PHY 2213 and 2221 (min. grade D-)
OR PHY 2413 and 2421 (min. grade D-)
OR PHY 1083 and 1101 (min. grade D-)
OR PHY 1063 and 1100 (min. grade D-)
Mathematics: MCS 1224 or 1254 or 1414 (min. grade D-)
OR MCS 1113 and 1123 (min. grade D-).


    4.000 Credit hours

    4.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Structures 1
ARC,    3,2803,"The integrated use of architectural computer
applications through the use of microcomputers.
Preparation and program application, employing
personal computers to produce graphical and alphanumeric
data.  Production of informational analysis,
report generation, and presentation techniques.  Lect 2 hrs.
Lab 2 hrs.


    3.000 Credit hours

    3.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Microcomputers in Arch
ARC,    3,2813,"Use of physical, digital and hybridized visual communication media to analyze existing architectural works and hypothesize new constructs. Investigations with physical and digital media will center upon assessing, classifying, and mapping information through the use of Computer-Aided Drafting (CAD), modeling and computation. Analytical frameworksstress ecological processes as they pertain to the body, architecture and landscapes. Included is an introduction to information modeling including Building Information Modeling (BIM) and geo-design tool sets.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Up to 24% course online, 25%-49% course online, 50%-74% course online, 75%-99% course online, 100% course online, Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",Visual Communication 3
ARC,    3,2843,"Introduction to the principles and practices of Building Information Modeling (BIM).  The fundamentals of BIM project organization and hierarchies, geometric organizational elements and component families.  BIM tools are applied toward the creation of visualizations and graphical representations of the built form including orthographic and perspectival representations, and the integration of quantitative and graphical information to gain an understanding of the advantages and limitations of BIM.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Up to 24% course online, 25%-49% course online, 50%-74% course online, 75%-99% course online, 100% course online, Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Sophomore",BIM Fundamentals
ARC,    1,3011,"Minimum GPA of 2.50 and written approval of the dean prior
to registration.
Research or project on a selected architectural or
environmental topic interest, pursed under the close
supervision of, and interaction with, an assigned faculty
member.  The topical study must not reiterate the content
associated with any other course listed in the catalog.
The project or research topic may be undertaken as either an
individual or team effort.  (Note: Students must provide
written ""Plan of Study"" for approval by dean and faculty
advisor prior to registration.)


    1.000 Credit hours

    1.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Independent Study 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Directed Study
ARC,    2,3012,"Minimum GPA of 2.50 and written approval of the dean prior
to registration.
Research or project on a selected architectural or
environmental topic of interest, pursued under the close
supervision of, and interaction with, an assigned faculty
member.  The topical study must not reiterate the content
associated with any other course listed in the catalog.  The
project or research topic may be undertaken as either an
individual or team effort.  (Note: Students must provide
written ""Plan of Study"" for approval by the dean and faculty
advisor prior to registration.)


    2.000 Credit hours

    2.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Independent Study 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Directed Study
ARC,    3,3013,"Minimum GPA of 2.50 and written approval of the dean prior
to registration.
Research or project on a selected architectural or
environmental topic of interest, pursued under the close
supervision of, and interaction with, an assigned faculty
member.   The topical study must not reiterate the content
associated with any other course listed in the catalog.  The
project or research topic may be undertaken as either an
individual or team effort.  (Note: Students must provide
written ""Plan of Study"" for approval by the dean and faculty
advisor prior to registration.)


    3.000 Credit hours

    3.000   Lecture hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Independent Study 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Directed Study
ARC,    4,3014,"Minimum GPA of 2.50 and written approval of the dean prior
to registration.
Research or project on a selected architectural or
environmental topic of interest, pursued under the close
supervision of, and interactions with, an assigned faculty
member.  The topical  study must not reiterate the content
associated with any other course listed in the catalog.  The
project or research topic may be undertaken as either an
individual or team effort.  (Note: Students must provide
written ""Plan of Study"" for approval by the dean and faculty
advisor prior to registration.)


    4.000 Credit hours

    4.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Independent Study 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Directed Study
ARC,    6,3116,"This course provides lecture, lab and studio components focusing on the integrated relationship between architecture and tectonics.  The course presents tectonics as the order of constructional parts necessary to create architectural space.  The course objectives and outcomes are organized into four phases: elements, assemblies, applications, and synthesis.  Areas of focus include construction joints, sequencing, weathering, primary vs. secondary systems, and relationships of constituent parts to whole buildings.  The course builds on the concepts of landscape and site from the ID1 course, and interior and daylight from the ID2 course, and prepares students to embrace concepts of urban systems to be considered in ID4.  The studio component emphasizes integrated architectural composition; the lab emphasizes exploration and experimentation with design media and other specific design inquiries in support of the studio.

    6.000 Credit hours

    2.000   Lab hours

    4.000   Other hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Studio Course


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Integrated Design 3
ARC,    3,3123,"Survey of western furniture design and fabrication since the
Industrial Revolution.  Materials and methods of
construction.  Several design studio problems culminate with
student made furniture.
Lect 1 hr., Lab 1 hr., Studio 2 hrs.


    3.000 Credit hours

    3.000   Lab hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Furniture Design
ARC,    6,3126,"This course provides lecture, lab and studio components focused on the integrated relationship between architecture and urban design. The course conceives the city as a system of organized complexity and explores architectural and urban responses to complex multidimensional systems. Students examine critical forces and historical patterns using documentation and analysis, responding at multiple scales of building, site, neighborhood, city, and region through experimentation and synthesis. The course builds on the concepts of landscape and site from ID1, interior and daylight from ID2, and tectonics and materials from ID3, and prepares students to embrace concepts of public and community to be considered in ID5. The studio component emphasizes integrated architectural composition; the lab emphasizes exploration and experimentation with design media and other specific design inquiries in support of the studio.

    6.000 Credit hours

    2.000   Lab hours

    4.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Integrated Design 4
ARC,    3,3133,"Fundamentals of illustration with the airbrush, including
history, equipment selection, handling and materials.
Basic control skills and exercises will support the
development of expressing textures, surfaces and entourage.
Continued study of the effects of mood and composition
will support individual interpretations of architectural
imagery.  Lect. 2 hrs., Studio 4 hrs.


    3.000 Credit hours

    3.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Studio Course 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Airbrush Illustration
ARC,    3,3143,"A comprehensive study of GIS technology and commercial
software.  Use of modeling and statistical tools for
analysis of patterns and trends in database compilation.
Through applications, the student develops critical thinking
skills as they relate to projects in urban planning
analysis.  Lect. 2 hrs., Lab 2 hrs.


    3.000 Credit hours

    3.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",GIS Methodology
ARC,    3,3213,"A critical analysis of digital fabrication and associated emerging technologies for upper division students in architecture.  This will be accomplished with Computer Numeric Control (CNC) and 3D rapid prototyping (3D printing) systems. Students will design, prototype and fabricate their projects at various scales. The content of the course will give students an understanding of digital tectonics and assembly. The designed and prototyped projects will be supplemented with readings and discussions of significant precedents and techniques.

    3.000 Credit hours

    3.000   Lab hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Introduction to Digital Fabrication
ARC,    3,3233,"Exploration of the potential of digital fabrication within the context of the construction industry. Computer Numeric Controlled (CNC) milling, two-axis laser cutting and 3D printing will be used to design, evaluate, and test projects for marketability and design relevance.  Students will be challenged to determine how new technologies can be used to design and build full scale buildings or building components in new ways that are economically viable and environmentally sustainable.

    3.000 Credit hours

    3.000   Lab hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Applied Digital Fabrication and Enterprise
ARC,    3,3423,"The course address issues of human comfort; principles of heat transfer emphasizing calculation of heat loss and heat gain; heating, ventilating and cooling equipment, system selection and sizing; spatial requirements; moisture migration; air pressurization; psychrometric analysis; and sustainable design including acceptable indoor environmental quality (IEQ), low embodied energy material selection and energy conservation. The course includes an overview of water supply and waste water systems, domestic hot water, plumbing layouts/fixtures; and the basics of fire protection, including smoke control and automatic extinguishing water-based systems. Group class project work includes analysis of heat loss/heat gain and domestic hot water (DHW) equipment and HVAC system investigation for an existing structure.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Junior",HVAC and Water Systems
ARC,    3,3513,"Intermediate Structures expands on the general principles and methods of analysis presented in Basic Structures and prepares students for Advanced Structures with both quantitative and qualitative approaches to structural principles. Coursework includes studies of steel, timber, and concrete and masonry structural systems, the evaluation of structural members in linear frame systems, and addresses building codes and industry standards (IBC, ACI, NDS, ASIC). The course will consider force and load transfer in systems and help students develop an intuitive understanding of how systems react to and resist loads. Students will evaluate a series of small, project-based, structural systems. Instructional methods include lecture, advanced digital media, video, in-class problem solving, demonstration models, and the investigation of historical precedents.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Intermediate Structures
ARC,    3,3523,"Analysis and design of different steel members in tension,
compression, and bending using AISC Code.  Analysis and
design of beam-columns.  Design of welded and bolted
connections.  Lect. 3 hrs.
Prerequisites: ARC 2514 (min. grade D-) AND MCS 1224
(min. grade D-).


    3.000 Credit hours

    3.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Structures 2
ARC,    3,3613,"History and philosophy of architecture in a context of
related arts, crafts, and designed setting, studied in
significant periods of the western world of antiquity, the
Middle Ages (including Byzantine and Islamic extensions),
and the Renaissance and Baroque eras.


    3.000 Credit hours

    3.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Junior",History Designed Environment 1
ARC,    3,3623,"History and philosophy of architecture and related design
studied in significant periods in Asian, Pre-Columbian
cultures and in the modern world from the 18th century.
Lect. 3 hrs.
Prerequisites: ARC 3613 (min. grade D-).


    3.000 Credit hours

    3.000   Lecture hours


Levels: Graduate, Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Junior",History Designed Environment 2
ARC,    3,3823,"Use of physical, digital and hybridized visual communication media to analyze existing architectural works and hypothesize new constructs. Investigations with physical and digital media will center upon assessing, classifying, and mapping information through the use of information modeling, including Building Information Models (BIM), geo-design tool sets, and parametric modeling. Analytical frameworks stress infrastructural processes, especially as they pertain to the relationship of body, architecture and ecology. Included is an introduction to scripting, generative animation and rapid prototyping.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours

    0.000   Other hours


Levels: Graduate, Undergraduate, Undergraduate 

Schedule Types: Up to 24% course online, 25%-49% course online, 50%-74% course online, 75%-99% course online, 100% course online, Lecture


Academic Division

Architecture Department


Course Attributes: Arch - Junior",Visual Communication 4
ARC,    3,3843,"Introduction to Building Information Modeling (BIM) tools and techniques pertaining to structural, mechanical, electrical, plumbing, and other service networks. BIM tools are applied to model the components of individual networks and gain an understanding of the integration of different networks within the building. The role of BIM as a collaborative platform between different disciplines in the building industry is explored.

    3.000 Credit hours

    1.500   Lecture hours

    1.500   Lab hours


Levels: Undergraduate, Undergraduate 

Schedule Types: Up to 24% course online, 25%-49% course online, 50%-74% course online, 75%-99% course online, 100% course online, Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Junior",BIM for Building Systems
ARC,    3,3903,"Study Abroad: Europe is the core course in the undergraduate study abroad program at the College of Architecture and Design. Students spend four weeks immersed in the culture and history of a European city. The base city for the program is Paris but alternate years will explore other cultural centers including Vienna, Prague, Budapest, Barcelona, Rome, Athens and London. A comprehensive survey of architecture, urban design and history focused on the European city being visited. The course is divided into two sections. The first part of the program is focused on research and analysis of urban form and development. The second half studies the architecture, history, art, and culture of the host city through various methods. A travel break separates the two parts of the course and students are encouraged to explore surrounding countryside of other nearby cities. Study Abroad: Europe is a prerequisite for ARC4264 Allied Design Studio but may also be taken as a stand along elective. If the course is to be used as the prerequisite for the Allied Design Studio, the two courses must be registered simultaneously for sequential semesters (Summer/Fall). The format of the course is four (4) one week intensive study modules.

    3.000 Credit hours

    3.000   Lecture hours


Levels: Undergraduate, Undergraduate, Undergraduate, Undergraduate 

Schedule Types: Lecture 


Academic Division

Architecture Department


Course Attributes: Arch - Junior","Study Abroad, Europe"
